title,salary,experience,common_employment,works_schedule,working_hours,work_formats,description,date,url,response_link
Инженер сопровождения корпоративной шины данных,не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"У нас удаленка , ритмичность , карьерный и проф рост!
О нас: Мы ищем Главного инженера сопровождения корпоративной шины данных, который будет отвечать за управление и поддержку нашей инфраструктуры передачи данных. Основная задача - обеспечение стабильной и эффективной работы корпоративной шины данных на базе технологий Artemis ActiveMQ, k8s, WildFly, NGINX, Grafana и Prometheus.
Наш тех стек : Artemis ActiveMQ, k8s, WildFly, AstraLinux, Java(JVM), Nginx, ELK, Grafana, Prometheus, PostgreSQL, Git, Jenkins.
Обязанности:
Администрирование и поддержка (2-я линия) корпоративной шины данных на базе Artemis ActiveMQ, WildFly, k8s.
Настройка и управление веб-серверами на базе NGINX.
Мониторинг и анализ производительности систем с использованием Grafana и Prometheus.
Разработка и поддержка скриптов автоматизации на Bash и Python.
Обеспечение высокой доступности и производительности систем.
Решение инцидентов и выполнение оперативных задач по поддержке инфраструктуры.
Взаимодействие с командами разработчиков для оптимизации и масштабирования решений.
Создание и поддержка документации по системам и процессам.
Требования:
Глубокие знания и опыт работы с Artemis ActiveMQ или с аналогичными брокерами очередей.
Опыт администрирования серверов приложений WildFly.
Хорошее знание и опыт настройки NGINX.
Опыт работы с системами мониторинга Grafana и Prometheus.
Уверенные знания операционной системы Linux.
Умение писать скрипты на Bash и Python.
Опыт работы с системами автоматизации, такими как Ansible (как преимущество).
Знания Java и опыт работы с данным языком программирования (как преимущество).
Уверенная работа с системой управления удаленными репозиториями .git
Уверенная работа с SSL сертификатами.
Личные качества:
· Способность работать в команде и эффективно взаимодействовать с другими отделами.
· Аналитический склад ума и умение решать сложные технические задачи.
· Высокая степень ответственности и внимательность к деталям.
· Готовность к обучению и развитию в профессиональной сфере.",2025-03-18,https://novosibirsk.hh.ru/vacancy/118519476?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=118519476&employerId=4649269&hhtmFrom=vacancy
Инженер 2-й линии поддержки,не указано,1–3 года,"Полная занятость
Стажировка
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"Компания Piklema занимается разработкой ИТ решений для горнодобывающей отрасли. Наши цифровые советчики помогают повысить эффективность работы техники, диагностировать отказы оборудования на ранней стадии, оптимизировать работу фабрик, решить логистические и иные подобные задачи.
Компания включена в реестр аккредитованных организаций, осуществляющих деятельность в области ИТ (рег. № 18053), с возможностью получения льготной ипотеки, отсрочки при мобилизации и др.
Ищем инженера 2-й линии поддержки (джуниор):
Основные задачи:
Ведение и решение инцидентов, связанных с работой нашего ПО и инфраструктуры.
Коммуникация и консультация конечных пользователей при возникновении инцидентов и проблем (через тикет системы и специальные чаты)
Анализ логов и метрик для диагностики проблем.
Настройка и поддержка мониторинга и алертинга.
Работа с телеметрией и данными, поступающими с карьерной техники.
Реагирование на алерты и эскалация сложных задач к старшим специалистам и разработчикам.
Работа по готовым инструкциям и документации с постепенным переходом к самостоятельному решению задач.
Проактивный мониторинг и устранение возможных проблем
Ведение отчетов, статистики и документации (SLI, инциденты)
Требования:
Базовые знания Linux (работа с командной строкой, анализ логов).
Понимание основ работы сетей и HTTP.
Базовое понимание концепций мониторинга и алертинга.
Базовые знания SQL.
Знание основ работы с JSON и другими форматами данных.
Готовность учиться и работать с новыми технологиями (Kubernetes, Kibana, Python).
Умение работать в команде и следовать инструкциям.
Внимательность к деталям и аналитический склад ума.
Будет плюсом:
Опыт работы с системами мониторинга (Grafana, Prometheus).
Опыт работы с Jira и Confluence
Базовые знания микросервисной архитектуры.
Опыт работы с Kubernetes или Docker.
Навыки написания простых скриптов на любом скриптовом языке (Python, JavaScript, Bash и другие).
Условия работы:
— Бессрочный трудовой договор по ТК РФ в аккредитованной ИТ-компании;
— Удаленный формат работы с 9/00 до 18/00 (по времени Новосибирска), периодические дежурства по выходным;
Удобные инструменты разработки (необходимое ПО, мощный ноутбук и др.);
Обучение, участие в интересных проектах и расширение профессиональной экспертизы.",2025-04-09,https://novosibirsk.hh.ru/vacancy/119351624?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119351624&employerId=4323102&hhtmFrom=vacancy
Инфраструктурный аналитик,не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,"Позиция: Инфраструктурный аналитик в отдел системной архитектуры
Стек : Python, Pyrus, SQL, Apache Superset

Обязанности:
Обработка задач планирования ресурсов
Обработка задач на вывод ресурсов
Создание задач на ввод в работу серверов
Визуализация структуры подразделений
Актуализация описаний на confluence
Составление тезисных описаний и схем для блока ITSM
Учёт серверов
Заведение карточек активов
Заведение задач на работы для других подразделений
Анализ зависших задач. Решение.
Оптимизация процессов команды аналитиков
Написание скриптов
Составление отчетности по запросу
Требования:
Лидер команды из 3-х действующих аналитиков.
Умение определять приоритеты
Умение выстраивать работу команды
Умение принимать решения и брать за них ответственность
Понимание процессов ITSM Стрессоустойчивость
Условия:
Официальное оформление с первого дня выхода на работу
Атмосферу профессионального развития, вдохновленную принципами Agile
Профессиональную команду девелоперов, авторитетных тимлидов и опытных наставников
У нас самый уникальный портфель бенефитов по программе софинансирования (ДМС с стоматологией, фитнес, школа ин. языков на выбор, скидки на коробочные продукты банка и партнеров)
Мы поможем развить вашу проф. экспертизу: оплатим профессиональные тренинги и внешние образовательные курсы, участвуем в ИТ активностях (митапы, хакатоны, юконы)
Вовлеченность, комфорт, свобода, минимум бюрократии, нет дресс-кода, гибкое начало и завершение рабочего дня, приходи – с нами будет интересно!",2025-03-19,https://novosibirsk.hh.ru/vacancy/118533849?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=118533849&employerId=5390761&hhtmFrom=vacancy
Аналитик,не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,не указано,"Работа в Ростелеком – это стабильность, интересные проекты, профессиональная команда и множество возможностей для развития.
А ещё Ростелеком - это не просто компания, это - команда, объединённая общими ценностями и общей целью - быть лидером телеком и digital-рынков, давать людям качественные цифровые сервисы.
В Подразделение финансового директора B2O финансово-экономического блока приглашаем Аналитика
Обязанности:
Сбор, обработка и консолидация данных для формирования отчетности;
Обращение к системам учета данных, используемых в компании;
Контроль за корректностью и связностью данных, собранных из разных источников;
Участие в построении и разработке прогнозной и фактической отчетности;
Непосредственно работа в аналитической системе Power BI (разработка дашбордов, постоянная поддержка отчетов, подготовка и консолидация данных);
Участие в подготовке требований / технических заданий для разработчиков автоматизаций сбора и анализа данных;
Взаимодействие с подразделениями компаний по вопросам разработки/доработки необходимой отчетности.
Требования:
Высшее образование;
Умение собирать, систематизировать и анализировать информацию, находить закономерности;
Опыт в обработке больших массивов данных;
Аналитическое мышление, умение анализировать проблемы, искать пути их решения;
Критическое мышление, умение проверять гипотезы, понимать ошибки разного рода, зависимости;
Внимание к деталям, методичность и рациональный скептицизм;
Хорошие коммуникативные навыки, особенно важно уметь ясно доносить свои мысли;
Желание и готовность к обучению и развитию, нацеленность на результат, ответственность, стрессоустойчивость;
Базовые знания математической статистики;
Продвинутый уровень работы с MS Excel – визуализация, формулы (ВПР, СУММЕСЛИМН, СМЕЩ, СУММПРОИЗВ, ИНДЕКС, ПОИСКПОЗ, сложные условия в формулах);
Будет преимуществом опыт работы с нижеперечисленными программами (возможно в университете или на проектах):
Power Query Power Pivot;
DAX+M;
SQL, используется PostgreSQL (сложные запросы, join, группировки, агрегирующие функции);
Python, работа с макросами.
Условия:
Работа в Ростелекоме — это официальное оформление и широкий соц. пакет, а ещё уникальная среда и возможность отточить свое мастерство на масштабных проектах, которыми можно гордиться;
Официальное оформление по срочному трудовому договору (полный соц. пакет: ежегодный оплачиваемый отпуск 28 календарных дней, оплата больничных);
Стабильный и прозрачный доход с первого месяца;
Возможность гибридного или удаленного формата работы;
Корпоративное обучение: внутренние митапы, участие в конференциях, доступ к корпоративным библиотекам технической и бизнес литературы;
Насыщенная жизнь внутри компании: спортивные события турниры, лидерские программы, киберспорт, конкурсы и яркие праздники, волонтерство и благотворительность;
Cкидки на услуги Ростелекома, выгодные предложения от партнеров: рестораны и магазины, фитнес-центры, банки, отели и базы отдыха.",2025-04-10,https://novosibirsk.hh.ru/vacancy/119360180?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119360180&employerId=2748&hhtmFrom=vacancy
Программист-стажер,не указано,не требуется,Полная занятость,График: 5/2 и другие варианты,Рабочие часы: 8 и другие варианты,Формат работы: удалённо,"О нас
БИТ:ERP - инновационное подразделение крупнейшей международной IT компании Первый БИТ, ежегодный победитель конкурса 1С:Проект года, аккредитован как ИТ-компания в Минцифры.
Какие задачи вас ждут
На старте - задачи внедрения и поддержки ПАК БИТ.IIoT - обновления, подготовку сценариев тестирования оборудования, разработка автотестов на Gherkin, обработка обращений клиентов, обеспечение актуальности базы знаний, интенсивная подготовка к аттестации 1С:Специалист по внедрению ""1С:Управление торговлей 8"".
После испытательного срока – самостоятельные внедрения, разработка кода, консультирование клиентов.
Через год – работа в продуктовой команде IIoT/MDT или проектной команде ERP в качестве программиста или аналитика.
Мы ждем, что вы
Имеете высшее техническое или финансовое образование.
Ответственны, требовательны и исполнительны.
Обладаете грамотной письменной и устной речью.
Легко ладите с людьми, умеете воспринимать критику.
Готовы быстро учиться, в том числе, в свободное время и умеете осваивать большие объемы информации.
Мы предлагаем
Официальное трудоустройство и полную занятость (5/2, 8 часов в день). ГРАФИК РАБОТЫ ПОСМЕННЫЙ.
Удалённую работу.
Фиксированный оклад по результатам собеседования от 50 000 руб. (до вычета налогов).
Возможности роста и развития.
После испытательного срока: junior - 100 000₽ в месяц
1-1,5 года: middle - от 150 000₽ в месяц
2-2,5 года: senior - от 200 000₽ в месяц
3-5 лет: PO, architect - от 300 000₽ в месяц
Как проходит отбор
Собеседование. Звонок в Zoom, до 20 мин. Подготовьтесь! На собеседовании мы проверим базовые знания по 1С и маркировке товаров. Контрольные вопросы:
Что такое платформа 1С:Предприятие?
Что такое конфигуратор 1С? Какие задачи решают расширения конфигуратора 1С?
Назови 5 прикладных решения 1С и их назначение.
Что такое GTIN?
Что такое GS1-128?
Что такое идентификатор применения (AI)? Какие идентификаторы применения используются в рамках маркировки Честный ЗНАК?
Что такое агрегация? Зачем она используется?
Job offer (предложение о работе). Подписываем конкретные условия трудового договора: заработная плата на испытательный срок, сроки выхода на работу, режим рабочего дня и т.п.
Тестовая неделя. В течение недели пройдете обязательные курсы и сдадите зачеты по маркировке товаров и складскому учету в 1С:ERP. Оцените силы и примите окончательное решение по подписанию трудового договора. Здесь можно ознакомиться с программой тестовой недели: https://support.bit-erp.ru/article/ru/385-ekzamen-na-dopusk-k-prohozhdeniyu-stazhirovki.html
Очная стажировка в Москве. Оплачиваемая стажировка в Москве, длительностью 10 дней (проезд, проживание включено). Важно наличие хорошей физической подготовки, возможности поднимать тяжелые детали. Информация о стажировке: https://support.bit-erp.ru/article/ru/22-sertifikaciya-bitprofessional-po-oborudovaniyu-bitiiot.html",2025-04-09,https://novosibirsk.hh.ru/vacancy/116827270?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=116827270&employerId=3177&hhtmFrom=vacancy
"Инженер-программист (С++), г. Омск, г. Астана",не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,"Обязанности:
разработка программного обеспечения;
разработка программной и эксплуатационной документации;
отладка, тестирование и испытание ПО;
сопровождение программных продуктов;
подготовка технических предложений по перспективным разработкам;
планирование разработки.
Требования:
разработка программного обеспечения;
разработка программной и эксплуатационной документации;
отладка и испытание ПО;
сопровождение программных продуктов;
подготовка технических предложений по перспективным разработкам;
планирование разработки.
Условия:
оформление на работу согласно ТК РК, ТК РФ;
своевременная, стабильная, официальная заработная плата 2 раза в месяц;
график - 5/2;
дополнительные выплаты: детские новогодние подарки, подарки новогодние работникам, премия к юбилею работника, корпоративные мероприятия;
наличие загран паспорта обязательно для оформления в респ. Казахстан;
график работы (при успешном прохождении испытательного срока - 3 месяца на территории Работодателя в офисе г. Астана или в РФ г. Омск, обсуждается режим удаленной работы);
грейдированная сетка оплаты, окончательный уровень заработной платы обсуждается на собеседовании.",2025-04-09,https://novosibirsk.hh.ru/vacancy/117018769?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=117018769&employerId=1041348&hhtmFrom=vacancy
Разработчик SQL (Junior),"до 60 000 ₽ за месяц, на руки",не требуется,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"Привет! Это мы - Модульбанк.
Модульбанк - цифровой банк для малого и среднего бизнеса, который делает жизнь предпринимателей легче, а бизнес - прозрачнее. Мы слышим своих клиентов и изучаем их потребности, поэтому нам удается создавать уникальные и полезные финтех продукты: мультивалютное расчетно-кассовое обслуживание, онлайн-бухгалтерию с подключением к АУСН, налогового консультанта, бизнес-ассистента, удобную онлайн-кассу, сервис платежей QR Pay.
Почему работать с нами классно?
У нас высокая скорость разработки. Правильные коммуникации, опытная команда и желание делать крутой продукт позволяют нам выкатывать фичи в прод в удивительно короткие сроки.
У нас в команде ты точно сможешь показать, на что способен.Мы ценим таланты и работаем над их развитием внутри компании.
У нас реальные перспективы карьерного роста. С нами можно расти как вертикально, так и горизонтально, переходя между отделами.
Мы активно развиваемся и растем, клиентов становится все больше, а проекты - масштабнее и интереснее. Сейчас мы в поиске junior SQL разработчика, готового активно учиться и прокачивать свои практические навыки.
Задачи, с которыми предстоит работать:
Разработка и поддержка систем на основе БД;
Интеграция с внешними сервисами;
Рефакторинг кода;
Подготовка методов и данных для API.
Для успешного выполнения задач тебе понадобятся:
Базовые знания СУБД, T-SQL, XML, JSON;
Связывание таблиц (join, pivot);
Понимание транзакционности, begin / catch, raiserror;
Создание job-ов;
Базовое понимание вэб-сервисов: api, rest, http(s)-запросы, авторизация,
токены;
Понимание общих принципов меж-серверного взаимодействия: service
broker, linked сервера;
Умение использовать план запросов;
Понимание SQL CLR сборки;
Базовые знания Python.
Что мы предлагаем:
Трудоустройство по ТК РФ, полностью ""белая"" заработная плата;
График 5/2, работа по часовому поясу МСК с гибким началом рабочего дня: 9:00 или 10:00;
Удаленку, при желании - возможность посещать наш уютный офис в Москве;
Отсутствие бюрократии. Быстрое согласование: коммуникация с
коллегами в Telegram, митапы в zoom, задачи в Jira, база знаний в
Confluence;
ДМС после прохождения испытательного срока, включая стоматологию;
Спорт и крутые корпоративные мероприятия: Гонка героев, сплав в Уфе
и Карелии, соревнования по футболу, настольному теннису, картингу, беговой клуб и другие.",2025-04-08,https://novosibirsk.hh.ru/vacancy/119289236?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119289236&employerId=99993&hhtmFrom=vacancy
Backend-разработчик,"от 80 000 ₽ за месяц, на руки",1–3 года,Полная занятость,График: 5/2,Рабочие часы: по договорённости,Формат работы: удалённо,"MYCEGO — это крупная компания, мы производим и продаем сувенирную продукцию на маркетплейсах (Wildberries, OZON, ЯндексМаркет), специализируясь на молодежных товарах, которые создают особую атмосферу.
Наша цель — создать самый крупный интернет-магазин сувенирной продукции в России. Мы ценим командный дух, доверие и уважение клиентов, честность и порядочность.
Мы ищем талантливого Backend-разработчика, который поможет нам в разработке инновационных решений для автоматизации рабочих процессов.
Ваши задачи:
Разработка и поддержка веб-приложений (Система складского и производственного учета, CRM)
Интеграция с внешними API и сервисами.
Работа с базами данных и обеспечение их надежности и безопасности.
Участие в проектировании архитектуры программного обеспечения.
Наши ожидания:
Опыт от 2 лет в коммерческой разработке.
Опыт работы с Django, Python.
Понимание принципов работы с БД ( MySQL, PostgreSQL).
Опыт работы с системами контроля версий (Git).
Способность работать в команде и эффективно коммуницировать.
Будет плюсом
Наличие опыта работы с графическими редакторами (Adobe Illustrator, InDesign, CorelDRAW).
Условия:
Свободный график работы и возможность выбора формата работы: на месте работодателя, удаленно или гибридно.
Полная занятость с гибким подходом к рабочим часам.
Возможность профессионального роста и развития в динамично развивающейся компании.
Дружный коллектив и поддержка на всех этапах работы.",2025-04-08,https://novosibirsk.hh.ru/vacancy/119280669?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119280669&employerId=9553033&hhtmFrom=vacancy
Специалист ночной технической поддержки (Браузер),"от 36 000 ₽ за месяц, на руки",не требуется,Полная занятость,не указано,не указано,Формат работы: удалённо,"Мы не только решаем технические неполадки, с которыми могут столкнуться пользователи, но и рассказываем, как устроены наши сервисы. Если вы готовы разобраться в тонкостях работы десктопного Браузера и рассказывать о его полезных функциях, ждём вас в команде. За консультирование ночью есть бонусы.
Что мы предлагаем:
официальное трудоустройство, полную занятость;
оплату больничных и отпусков;
удалённую работу и гибкий график — 5/2 с плавающими выходными и фиксированными сменами (8 часов в день). График устанавливается руководителем и может включать ночные смены;
стабильный доход, средний уровень которого при полной занятости — около 36 000 рублей (после вычета налога). Оплата труда сдельная, зависит от количества выполненных задач и достигнутых целей (KPI). Также предусмотрена доплата за работу в ночное время в размере 20%;
бонусы за работу в ночные часы;
возможности роста и развития;
онлайн-консультации врачей;
компенсацию расходов для организации удалённой работы.
Какие задачи вас ждут:
отвечать пользователям в чатах и по почте;
помогать решать вопросы, связанные с сервисами Яндекса;
передавать фидбэк менеджерам и разработчикам;
иногда выполнять более нетривиальные задачи.
Мы ждём, что вы:
грамотно говорите и пишете;
без затруднений пользуетесь компьютерными и веб-программами;
не боитесь сложных ситуаций и больших объёмов информации;
знаете языки JavaScript, HTML и Python;
спокойно относитесь к однообразным задачам и быстро адаптируетесь к новым;
находите подход к разным собеседникам;
готовы много общаться;
умеете организовывать работу на удалёнке;
можете работать в команде.",2025-04-09,https://novosibirsk.hh.ru/vacancy/96492097?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=96492097&employerId=9498112&hhtmFrom=vacancy
Разработчик (BIG DATA Моделирование РБ),не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,"Чем предстоит заниматься:
Разработка кода для применения ML-решений в промышленных процессах Банка.
Проектирование и реализация решений для промышленного применения ML алгоритмов
Участие в системном анализе, оценке и обсуждении требований заказчика
Участие в развертывании ПО на тестовых и продуктивных средах
Участие в code review
Написание Unit-тестов
Работа в Agile-команде.
Какие знания и навыки для нас важны:
Знание принципов ООП
Знание Python
Опыт разработки веб-приложений/сервисов (Python/Java/JavaScript)
Опыт работы с BigData (Hadoop, pySpark, Airflow)
Знание алгоритмов ML
Уверенные знания SQL
Опыт работы с корпоративными хранилищами данных и понимание принципов их построения
Понимание методик unit-тестирования
Опыт работы с инструментами Git/Jenkins
Понимание принципов CI/CD.
Будет плюсом:
Опыт работы с BigData (Spark Streaming, Flink ML, Kafka, Artemis)
Знание паттернов проектирования микросервисов
Знание Java/ C++
опыт работы с ML-библиотеками и библиотеками для работы с данными: pandas, numpy, sklearn, catboost, xgboost, lightgbm, pytorch, tf и др.)
Знание пакетов NVIDIA для работы с данными и ML на базе CUDA, знание OpenCL.",2025-04-08,https://novosibirsk.hh.ru/vacancy/119272069?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119272069&employerId=4649269&hhtmFrom=vacancy
"Системный аналитик (работа в команде с Data science, ModelOps)",не указано,3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,"Обязанности:
- Сбор требований заказчика
- Консультирование заказчика по возможностям продукта, формирование предложений для оптимального решения потребности
- Подготовка и согласование проектной документации (функциональные требования, технические задания и решения, спецификации, инструкции и т.д.), постановка задач на разработку
- Работа в команде с Data science, ModelOps разработчиками и тестировщиками
- Понимание принципов работы внешних систем, с которыми выполняется интеграция, потребителями сервисов ML
- Участие в процессах определения ресурсов и оценки трудозатрат, рисков проекта
- Участие в планировании работ
- Согласование документов по правилам банка
- Консультация пользователей сервисов/обучение
- Участие в формирование тест-кейсов
- Участие в приемо-сдаточных испытаниях
Какие знания и навыки для нас важны:
- Опыт работы от 3 лет в роли системного/бизнес- аналитика
- Опыт проектирования ПО, моделей данных, моделирования бизнес-процессов (BPMN, UML)
- Опыт разработки технической документации
- Владение SQL на уровне написания запросов среднего уровня сложности
- Понимание сетевых технологий и протоколов, принципов интеграции автоматизированных систем, принципов работы веб-сервисов
- Опыт работы с системами управления проектами/задачами (Jira и др.)
- Опыт взаимодействия с командой разработки и тестирования
- Опыт эффективного взаимодействия с бизнес-заказчиками и пользователями
Будет плюсом:
- Понимание принципов применения мат. моделей, понимание основ распределенных систем
- Опыт работы в области Data Science/ML
- Опыт программирования, знание Python
- Владение инструментами Big Data (Hadoop, AirFlow, Spark, Kafka)
- Опыт поддержки информационных систем, сопровождения пользователей",2025-04-08,https://novosibirsk.hh.ru/vacancy/119281992?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119281992&employerId=4649269&hhtmFrom=vacancy
Разработчик SQL (middle),не указано,1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,"Привет, мы - команда Электронного города!

Уже 22 года мы предоставляем для жителей Новосибирска качественный сервис и услуги. Это IP-телевидение, кабельное телевидение, доступ в интернет, обслуживание домофонов, охрана, видеоконтроль, городская телефония. На этом мы не остановились и разработали несколько мобильных приложений «Мой дом» и ""Электронный город"".
Сейчас мы в поиске SQL-разработчика.
На эту позицию мы готовы рассмотреть кандидатов с небольшим опытом, но с уверенными знаняими SQL и Python.
Что нам важно в кандате:
Умение писать сложыне запросы
Понимание принципов работы PostgreSQL и навыки администрирования
Понимание и практические навыки проектирования и разработки DWH-хранилища, принципов ETL
Навыки администрирования Linux
Будет плюсом: если у тебя есть понимание принципов работы и внутреннего устройства Oracle, знание PL/SQL и/или PL/PgSQL, знание одного или нескольких скриптовых языков (Bash, Python).
А также опыт работы с AirFlow.
Чем предстоит заниматься:
Собирать и подготавливать данные о клиентах сегмента B2B в рамках СУБД Postgres для последующей их миграции в СУБД Oracle
Реализовывать новые и дорабатывать существующие ETL-пайплайны для обмена данными между системами
Совместно с аналитиками обрабатывать отчеты о проверке данных на валидность и подготавливать для бизнеса список свойств клиентов для актуализации и исправления
Настраивать процессы загрузки данных в хранилище из внешних источников
Мы предлагаем:
Комфортный офис в центре, ул. Депутатская д. 46 ( Деловой центр ""Ситиценр"")
Рабочий график с 9.00 до 18.00, 5/2
Уверенность в завтрашнем дне: официальное трудоустройство по ТК с первого дня работы и полностью белую заработную плату два раза в месяц без задержек
Заботу о сотрудниках в виде: ДМС со стоматологией, корпоративного психолога, подарки детям
Бесплатный интернет и телевидение у тебя дома
Программа привилегий Best Benefits
Комфортный вход в должность: обучение и наставничество
Мы постоянно участвуем в тренингах и семинарах, в профильных конференциях, а также создаём внутренние проекты по обмену знаниями. Мы поддерживаем в желании учиться и профессионально расти
Насыщенная корпоративная жизнь: походы в горы на Алтай, участие в ""Гонке героев"", тематические корпоративы
Действительно классный коллектив профессиональных коллег
Уважительный топ-менеджмент
У нас принято ""на ты""",2025-04-08,https://novosibirsk.hh.ru/vacancy/119166916?query=Python+%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA&hhtmFrom=vacancy_search_list,https://novosibirsk.hh.ru/applicant/vacancy_response?vacancyId=119166916&employerId=69797&hhtmFrom=vacancy
